"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SN52","SNOW","SNWD","SX52","TMAX","TMIN","TOBS","WESD"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-01","0.33","30","4.7","6.0","31","16","12","12",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-02","0.41","30","4.3","8.0","30","15","10","10",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-03","0.01","30","0.2","7.0","30","16","-6","7",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-04","0.00","30","0.0","6.0","30","30","7","27",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-05","0.56","30","5.6","12.0","30","31","25","25",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-06","0.45","30","5.0","15.0","30","25","-8","-8","1.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-07","0.00","30","0.0","14.0","30","4","-14","-2",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-08","0.00","30","0.0","13.0","30","19","-5","11",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-09","0.00","30","0.1","12.0","30","21","-1","18",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-10","0.09","30","0.9","11.0","30","35","18","35","1.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-11","0.54","30","0.0","6.0","30","41","34","34",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-12","0.00","30","0.0","5.0","30","37","31","31",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-13","0.00","30","0.0","5.0","30","43","31","40","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-14","0.00","30","0.0","5.0","30","40","25","36",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-15","0.01","30","0.2","5.0","30","36","24","24",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-16","0.20","30","1.9","6.0","30","25","18","25",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-17","0.11","30","1.5","7.0","30","31","23","25",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-18","0.01","30","0.2","7.0","30","25","5","15",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-19","0.01","30","0.2","6.0","30","29","14","25",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-20","0.01","30","0.1","6.0","30","30","22","22","1.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-21","0.06","30","1.7","7.0","30","22","1","5",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-22","0.05","28","0.5","7.0","30","10","-6","9",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-23","0.06","28","1.0","8.0","28","16","4","10",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-24","0.00","28","0.0","7.0","28","11","-3","11",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-25","0.19","38","2.9","8.0","28","27","11","12",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-26","0.13","28","2.8","11.0","28","19","2","19",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-27","0.21","28","3.5","13.0","28","26","2","2","1.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-28","0.00","27","0.0","12.0","28","10","-11","3",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-29","0.00","27","0.0","11.0","27","18","-6","14",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-30","0.00","27","0.0","10.0","27","23","8","23",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-01-31","0.04","27","0.5","10.0","28","34","22","29",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-01","0.60","28","4.9","13.0","28","34","24","33",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-02","0.10","28","0.8","13.0","28","33","21","22",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-03","0.00","28","0.0","13.0","28","27","5","19","2.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-04","0.00","28","0.0","13.0","28","24","7","22",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-05","0.42","28","4.7","17.0","28","25","15","15",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-06","0.00","27","0.1","16.0","28","20","5","12",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-07","0.00","27","0.0","15.0","27","15","-3","9",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-08","0.02","27","0.3","15.0","27","21","2","14",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-09","0.14","27","2.4","17.0","27","26","12","20",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-10","0.01","27","0.1","16.0","27","21","7","18","3.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-11","0.00","27","0.0","16.0","27","18","7","12",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-12","0.00","27","0.0","16.0","27","22","-5","16",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-13","0.00","27","0.0","15.0","27","33","10","24",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-14","0.05","27","1.1","16.0","27","29","19","23",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-15","0.00","27","0.0","15.0","27","23","4","18",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-16","0.05","27","1.4","16.0","27","28","9","19",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-17","0.00","27","0.0","15.0","27","19","2","18","3.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-18","0.39","27","4.2","19.0","27","34","17","32","3.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-19","0.01","27","0.1","16.0","28","47","28","42",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-20","0.81","28","2.1","16.0","28","42","29","33",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-21","0.14","28","0.0","14.0","28","44","32","32",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-22","0.00","28","0.1","13.0","28","38","28","33",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-23","0.00","28","0.0","13.0","28","33","21","26",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-24","0.00","28","0.0","13.0","28","26","17","22","3.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-25","0.01","28","0.2","13.0","28","25","11","21",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-26","0.02","28","0.4","13.0","28","21","3","12",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-27","0.04","28","0.8","13.0","28","13","4","7",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-02-28","0.00","28","0.0","13.0","28","18","-6","16",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-01","0.02","28","0.3","13.0","28","29","15","23",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-02","0.34","28","3.8","17.0","28","23","8","14",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-03","0.00","28","0.0","16.0","28","18","-4","11","3.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-04","0.00","28","0.0","16.0","28","19","1","18",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-05","0.00","28","0.0","15.0","28","27","14","21",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-06","0.00","28","0.0","15.0","28","29","9","23",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-07","0.00","28","0.0","13.0","28","46","11","39",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-08","0.14","28","0.0","13.0","28","39","29","29",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-09","0.00","28","0.0","13.0","28","37","16","32",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-10","0.00","28","0.0","10.0","29","52","31","49","3.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-11","0.00","29","0.0","7.0","30","54","37","47",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-12","0.90","30","5.9","12.0","30","47","18","18",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-13","0.00","30","0.0","11.0","30","25","-1","21",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-14","0.00","30","0.0","6.0","30","50","17","49",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-15","0.00","30","0.0","5.0","30","49","34","37",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-16","0.00","30","0.0","5.0","30","37","12","22",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-17","0.00","30","0.0","4.0","30","32","6","31","1.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-18","0.00","30","0.0","2.0","31","45","21","43",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-19","0.17","31","0.0","1.0","31","46","33","43",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-20","0.03","31","0.1","1.0","32","43","32","37",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-21","0.00","31","0.0","0.0","37","42","21","37",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-22","0.15","33","0.0","0.0","36","40","33","37",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-23","0.00","31","0.0","0.0","35","37","14","24",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-24","0.00","30","0.0","0.0","33","31","12","30",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-25","0.00","30","0.1","0.0","31","32","19","27",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-26","0.01","29","0.2","0.0","31","33","11","31",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-27","0.03","31","0.1","0.0","31","40","25","38",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-28","0.03","31","0.0","0.0","35","49","37","42",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-29","0.00","34","0.0","0.0","35","42","33","35",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-30","0.00","32","0.0","0.0","41","50","25","47",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-03-31","0.00","34","0.0","0.0","43","57","29","54",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-01","0.02","39","0.0","0.0","44","60","41","49",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-02","0.00","37","0.0","0.0","46","56","32","53",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-03","0.35","37","0.0","0.0","46","53","32","36",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-04","0.11","36","0.0","0.0","37","48","34","41",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-05","0.06","36","0.1","0.0","43","49","30","47",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-06","0.00","35","0.0","0.0","45","55","25","52",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-07","0.10","39","0.0","0.0","46","53","32","43",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-08","0.42","40","0.0","0.0","47","61","36","56",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-09","0.00","40","0.0","0.0","48","57","33","56",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-10","0.01","43","0.0","0.0","49","68","43","60",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-11","0.01","43","0.0","0.0","52","67","36","63",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-12","0.00","45","0.0","0.0","52","70","42","67",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-13","0.00","49","0.0","0.0","54","76","48","72",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-14","0.03","51","0.0","0.0","54","72","45","45",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-15","0.41","44","4.3","1.0","52","45","24","32",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-16","0.00","38","0.0","0.0","46","42","19","39",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-17","0.00","40","0.0","0.0","50","66","30","63",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-18","0.01","46","0.0","0.0","52","64","47","61",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-19","0.00","44","0.0","0.0","53","61","32","54",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-20","0.00","44","0.0","0.0","56","72","36","71",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-21","0.00","47","0.0","0.0","56","77","43","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-22","0.06","52","0.0","0.0","56","73","46","47",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-23","0.00","46","0.0","0.0","54","55","35","53",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-24","0.00","48","0.0","0.0","53","53","39","50",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-25","0.30","47","0.0","0.0","51","51","42","51",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-26","0.00","45","0.0","0.0","52","57","42","53",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-27","0.00","45","0.0","0.0","53","54","32","53",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-28","0.01","47","0.0","0.0","53","53","43","49",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-29","0.67","47","0.0","0.0","54","75","45","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-04-30","0.18","51","0.0","0.0","54","73","51","61",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-01","0.05","51",,,"54","61","42","50",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-02","0.07","49",,,"51","54","44","50",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-03","0.05","49",,,"51","60","44","58",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-04","0.01","49",,,"53","58","45","54",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-05","0.15","48",,,"53","54","38","50",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-06","0.00","46",,,"55","62","37","60",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-07","0.98","47",,,"56","63","43","56",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-08","0.02","51",,,"61","86","50","84",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-09","0.12","58",,,"61","84","65","70",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-10","0.04","55",,,"60","72","51","69",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-11","0.00","54",,,"62","78","45","76",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-12","1.60","58",,,"63","76","60","65",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-13","0.41","60",,,"64","84","63","70",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-14","0.16","60",,,"64","71","52","57",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-15","0.68","56",,,"60","57","48","50",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-16","0.00","52",,,"56","55","35","52",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-17","0.01","53",,,"57","55","42","48",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-18","0.00","50",,,"58","67","37","64",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-19","0.00","53",,,"62","70","45","67",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-20","0.13","57",,,"63","77","51","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-21","0.16","60",,,"65","83","62","81",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-22","0.00","59",,,"65","81","55","68",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-23","0.00","57",,,"63","69","48","67",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-24","0.00","58",,,"66","78","49","76",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-25","0.00","59",,,"68","81","52","78",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-26","0.00","60",,,"69","85","55","84",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-27","0.03","64",,,"69","84","68","76",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-28","0.44","64",,,"66","77","61","67",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-29","0.00","61",,,"69","75","51","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-30","0.00","61",,,"71","81","51","77",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-05-31","0.00","62",,,"71","80","58","76",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-01","0.00","61",,,"72","84","53","81",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-02","0.03","63",,,"72","83","63","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-03","0.83","66",,,"70","79","65","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-04","0.23","64",,,"70","73","56","62",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-05","0.01","60",,,"68","74","49","72",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-06","0.00","60",,,"69","78","48","76",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-07","0.00","61",,,"71","80","54","75",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-08","0.16","64",,,"71","79","60","76",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-09","0.00","62",,,"72","80","55","77",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-10","0.00","63",,,"72","77","57","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-11","0.94","64",,,"68","77","60","71",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-12","0.18","66",,,"70","77","65","75",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-13","0.00","65",,,"70","75","58","58",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-14","0.00","60",,,"69","74","46","72",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-15","0.00","62",,,"71","79","53","76",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-16","0.00","66",,,"73","87","66","85",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-17","0.00","68",,,"73","88","66","84",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-18","1.38","68",,,"72","85","64","66",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-19","0.34","67",,,"69","75","64","74",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-20","0.10","65",,,"69","74","56","59",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-21","0.13","63",,,"72","79","54","77",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-22","0.02","67",,,"73","81","62","78",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-23","0.05","67",,,"73","78","61","77",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-24","0.39","68",,,"70","79","67","74",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-25","0.04","68",,,"71","77","64","76",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-26","0.00","67",,,"72","79","60","77",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-27","0.00","67",,,"75","83","58","77",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-28","0.25","69",,,"75","87","64","75",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-29","0.07","71",,,"75","85","69","85",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-06-30","0.00","71",,,"75","86","71","83",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-01","0.60","71",,,"75","84","65","81",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-02","0.01","71",,,"76","81","67","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-03","0.10","68",,,"74","73","55","70",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-04","0.00","65",,,"72","74","53","71",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-05","0.00","65",,,"72","78","52","75",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-06","0.00","66",,,"73","80","59","78",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-07","0.90","70",,,"74","84","68","81",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-08","0.62","69",,,"74","81","64","74",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-09","0.00","68",,,"72","76","60","72",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-10","0.00","66",,,"72","77","55","75",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-11","0.00","67",,,"72","80","57","76",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-12","0.00","67",,,"74","84","63","81",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-13","0.23","70",,,"74","83","70","80",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-14","0.37","69",,,"74","80","64","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-15","0.13","68",,,"73","73","58","66",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-16","0.00","66",,,"71","69","51","65",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-17","0.00","65",,,"71","76","53","74",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-18","0.00","65",,,"70","77","53","74",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014-07-19","0.00","67",,,"70","75","61","73",
