period,Barton Pond,CityHall,Jackson,N Campus Pump Station,S Industrial
2020/3/18,,0.41,0.41,0.44,0.41
2020/3/19,,0.46,0.34,0.49,0.36
2020/3/20,,0,0.02,0.01,0
2020/3/21,,0,0,0,0
2020/3/22,,0.04,0,0.04,0.04
2020/3/23,,0.1,0.21,0.11,0.07
2020/3/24,,0,0,0,0
2020/3/25,,0,0,0,0
2020/3/26,,0.21,0.21,0.23,0.21
2020/3/27,,0.11,0.11,0.12,0.13
2020/3/28,,2,1.9,2.04,1.83
2020/3/29,,0.05,0.04,0.11,0.09
2020/3/30,,0,0,0,0
2020/3/31,,0,0.02,0,0
2020/4/1,,0,0.01,0,0
2020/4/2,,0,0,0,0
2020/4/3,,0,0,0,0
2020/4/4,,0.03,0.04,0.05,0.02
2020/4/5,,0,0,0,0
2020/4/6,,0,0,0,0
2020/4/7,,0.81,1.06,0.81,0.82
2020/4/8,,0.06,0.08,0.07,0.07
2020/4/9,,0.02,0.01,0.02,0.03
2020/4/10,,0,0.01,0,0
2020/4/11,,0,0,0,0
2020/4/12,,0.11,0.13,0.13,0.13
2020/4/13,,0.03,0.03,0.07,0.06
2020/4/14,,0,0,0,0
2020/4/15,,0.01,0.06,0.06,0.04
2020/4/16,,0,0,0,0
2020/4/17,,0.19,0.26,0.26,0.2
2020/4/18,,0,0,0,0
2020/4/19,,0,0,0,0
2020/4/20,,0.04,0.05,0.05,0.07
2020/4/21,,0.03,0.03,0.02,0.02
2020/4/22,,0.07,0.12,0.12,0.07
2020/4/23,,0.05,0.07,0.12,0.05
2020/4/24,,0,0,0,0
2020/4/25,,0,0,0,0
2020/4/26,,0,0,0.01,0
2020/4/27,,0,0.02,0.02,0.01
2020/4/28,,0.01,0.01,0.01,0.01
2020/4/29,,0.17,0.15,0.22,0.2
2020/4/30,,0.25,0.29,0.28,0.25
2020/5/1,,0,0.01,0,0
2020/5/2,,0,0,0,0
2020/5/3,,0,0,0,0
2020/5/4,,0,0,0.01,0
2020/5/5,,0,0,0,0
2020/5/6,,0,0,0,0
2020/5/7,,0,0,0,0
2020/5/8,,0,0,0,0
2020/5/9,,0,0,0,0
2020/5/10,,0.47,0.49,0.49,0.35
2020/5/11,,0.01,0.03,0.02,0.02
2020/5/12,,0,0,0,0
2020/5/13,,0,0,0,0
2020/5/14,,0.45,0.45,0.51,0.4
2020/5/15,,0.66,0.68,0.75,0.69
2020/5/16,,0,0,0,0
2020/5/17,,0.33,0.27,0.28,0.34
2020/5/18,,2.05,2.5,1.73,1.85
2020/5/19,,0.01,0.03,0.01,0.04
2020/5/20,,0,0,0,0
2020/5/21,,0,0,0,0
2020/5/22,,0.01,0.02,0.04,0.03
2020/5/23,,0,0,0,0
2020/5/24,,0,0,0,0
2020/5/25,,0,0,0,0
2020/5/26,,0,0,0.02,0
2020/5/27,,0.04,0.21,0,0.06
2020/5/28,,0.18,0.31,0.1,0.16
2020/5/29,,0.03,0.01,0.02,0.03
2020/5/30,,0,0,0,0
2020/5/31,,0,0,0.01,0
2020/6/1,,0.07,0.07,0.1,0.09
2020/6/2,,0,0,0,0
2020/6/3,,0,0,0,0
2020/6/4,,0,0,0,0
2020/6/5,,0,0,0,0
2020/6/6,,0,0,0,0
2020/6/7,,0,0,0,0
2020/6/8,,0,0,0,0
2020/6/9,,0,0,0,0
2020/6/10,,0.77,0.75,0.77,0.68
2020/6/11,,0.02,0.03,0.01,0.02
2020/6/12,,0,0,0,0
2020/6/13,,0,0,0,0
2020/6/14,,0,0,0,0
2020/6/15,,0,0,0,0
2020/6/16,,0,0,0,0
2020/6/17,,0,0,0,0
2020/6/18,,0,0,0,0
2020/6/19,,0,0,0,0
2020/6/20,,0,0,0,0
2020/6/21,,0,0,0,0
2020/6/22,,0.01,0.03,0.02,0.02
2020/6/23,,0.18,0.19,0.23,0.22
2020/6/24,,0.13,0.23,0,0.27
2020/6/25,,0,0,0,0.01
2020/6/26,,1.11,0.48,1.46,0.94
2020/6/27,,0.6,1.02,0.69,0.45
2020/6/28,,0,0.01,0,0
2020/6/29,,0,0,0,0
2020/6/30,,0,0,0,0
2020/7/1,,0,0,0,0
2020/7/2,,0,0,0,0
2020/7/3,,0,0,0,0
2020/7/4,,0,0,0,0
2020/7/5,,0,0,0,0
2020/7/6,,0,0,0,0
2020/7/7,,0,0,0,0
2020/7/8,,0.65,0.48,1.03,0.71
2020/7/9,,0,0.02,0,0
2020/7/10,,1.68,0.01,1.57,1.54
2020/7/11,,0,0.03,0.01,0
2020/7/12,,0,0.01,0,0
2020/7/13,,0,0.02,0,0
2020/7/14,,0,0.02,0.01,0
2020/7/15,,0.02,0.12,0.01,0.01
2020/7/16,,0.64,0.6,0.76,0.65
2020/7/17,,0,0,0,0.01
2020/7/18,,0,0,0,0
2020/7/19,,1.05,1.02,1,1.01
2020/7/20,,0,0,0,0
2020/7/21,,0,0,0,0
2020/7/22,,0,0,0,0
2020/7/23,,0,0,0,0
2020/7/24,,0,0,0,0
2020/7/25,,0,0,0.01,0
2020/7/26,,0,0,0,0
2020/7/27,,0,0,0,0
2020/7/28,,0,0,0,0
2020/7/29,,0.26,0.22,0.77,0.08
2020/7/30,,0,0,0,0
2020/7/31,,0,0,0.01,0
2020/8/1,,0.05,0.08,0.07,0.07
2020/8/2,,0.66,0.65,0.65,0.74
2020/8/3,,0,0,0,0
2020/8/4,,0.02,0.1,0.02,0.01
2020/8/5,,0,0.01,0.01,0.01
2020/8/6,,0,0,0,0
2020/8/7,,0,0,0.01,0
2020/8/8,,0,0,0,0
2020/8/9,,0,0,0,0
2020/8/10,,0,0,0,0
2020/8/11,,0,0,0,0
2020/8/12,,0,0,0,0
2020/8/13,,0,0,0,0
2020/8/14,,0,0,1.19,0
2020/8/15,,0.06,0.01,0,0.01
2020/8/16,,0,0.01,0,0.02
2020/8/17,,0,0,0,0
2020/8/18,,0,0,0,0
2020/8/19,,0,0,0,0
2020/8/20,,0,0,0,0
2020/8/21,,0,0,0,0
2020/8/22,,0,0,0,0
2020/8/23,,0,0,0,0
2020/8/24,,0,0,0,0
2020/8/25,,0,0,0,0
2020/8/26,,0.07,0.06,0.27,0.06
2020/8/27,,0,0,0,0
2020/8/28,,1.37,1.29,1.32,1.04
2020/8/29,,0.78,0.67,0.65,0.7
2020/8/30,,0,0,0,0
2020/8/31,,0,0,0,0
2020/9/1,,0.13,0.07,0.29,0.3
2020/9/2,,0,0.01,0.02,0
2020/9/3,,0,0,0,0
2020/9/4,,0.03,0,0,0
2020/9/5,,0,0,0,0
2020/9/6,,0,0,0,0
2020/9/7,,0.16,0.1,0.21,0.22
2020/9/8,,1.34,1.23,1.32,1.12
2020/9/9,,0,0.01,0,0.01
2020/9/10,,0,0,0,0
2020/9/11,,0,0,0,0
2020/9/12,,0,0,0,0
2020/9/13,,0.26,0.27,0.33,0.32
2020/9/14,,0,0,0,0
2020/9/15,,0,0,0,0
2020/9/16,,0,0.01,0.01,0.02
2020/9/17,,0,0,0,0
2020/9/18,,0,0,0,0
2020/9/19,,0,0,0,0
2020/9/20,,0,0,0,0
2020/9/21,,0,0,0,0
2020/9/22,,0,0,0,0
2020/9/23,,0,0,0,0
2020/9/24,,0,0,0,0
2020/9/25,,0,0,0,0
2020/9/26,,0,0,0,0
2020/9/27,,0,0,0.01,0.02
2020/9/28,,0.12,0.14,0.14,0.13
2020/9/29,,0,0,0.01,0
2020/9/30,,0.2,0.16,0.25,0.23
2020/10/1,,0.13,0.04,0.1,0.09
2020/10/2,,0,0,0,0
2020/10/3,,0,0,0,0
2020/10/4,,0.05,0.09,0.12,0.08
2020/10/5,,0,0,0,0
2020/10/6,,0,0,0,0
2020/10/7,,0,0,0,0
2020/10/8,,0,0,0,0
2020/10/9,,0,0,0,0
2020/10/10,,0,0,0,0
2020/10/11,,0,0,0,0
2020/10/12,,0.3,0.21,0.33,0.29
2020/10/13,,0,0,0,0
2020/10/14,,0,0,0,0
2020/10/15,,0,0.02,0.02,0.02
2020/10/16,,0,0,0,0
2020/10/17,,0,0,0,0
2020/10/18,,0.16,0.19,0.18,0.15
2020/10/19,,0.1,0.15,0.13,0.14
2020/10/20,,0.05,0.02,0.03,0.03
2020/10/21,,0.2,0.17,0.22,0.3
2020/10/22,,0.34,0.31,0.35,0.37
2020/10/23,,0.3,0.07,0.36,0.43
2020/10/24,,0,0,0,0
2020/10/25,,0,0,0,0
2020/10/26,,0,0.01,0,0
2020/10/27,,0.1,0.13,0.12,0.1
2020/10/28,,0,0,0,0
2020/10/29,,0,0,0,0
2020/10/30,,0,0,0,0
2020/10/31,,0,0,0,0
2020/11/1,,0.03,0.03,0.07,0.03
2020/11/2,,0,0,0,0
2020/11/3,,0,0,0,0
2020/11/4,,0,0,0,0
2020/11/5,,0,0,0,0
2020/11/6,,0,0,0,0
2020/11/7,,0,0,0,0
2020/11/8,,0,0,0,0
2020/11/9,,0,0,0,0
2020/11/10,,0.11,0.08,0.11,0.09
2020/11/11,,0.01,0.02,0.01,0.01
2020/11/12,,0,0,0,0
2020/11/13,,0,0.01,0,0
2020/11/14,,0.01,0.04,0.02,0.01
2020/11/15,,0.66,0.64,0.71,0.55
2020/11/16,,0,0,0,0
2020/11/17,,0,0,0,0
2020/11/18,,0.06,0.07,0.12,0.02
2020/11/19,,0,0,0,0
2020/11/20,,0,0,0,0
2020/11/21,,0,0,0,0
2020/11/22,,0.33,0.18,0.26,0.33
2020/11/23,,0.01,0.27,0,0.02
2020/11/24,,0.14,0.19,0.15,0.13
2020/11/25,,0.27,0.35,0.29,0.23
2020/11/26,,0.01,0.02,0.01,0.02
2020/11/27,,0,0,0,0
2020/11/28,,0,0,0,0
2020/11/29,,0,0,0,0
2020/11/30,,0.02,0.09,0.03,0.1
2020/12/1,,0,0.01,0,0.01
2020/12/2,,0,0.17,0,0
2020/12/3,,0,0,0,0
2020/12/4,,0,0,0,0
2020/12/5,,0,0,0,0
2020/12/6,,0,0,0,0
2020/12/7,,0,0,0,0
2020/12/8,,0,0,0,0
2020/12/9,,0,0,0,0
2020/12/10,,0,0,0,0
2020/12/11,,0,0.01,0.01,0.01
2020/12/12,,0.53,0.54,0.6,0.47
2020/12/13,,0,0,0,0
2020/12/14,,0,0,0,0
2020/12/15,,0,0,0,0
2020/12/16,,0,0,0,0
2020/12/17,,0,0,0,0
2020/12/18,,0,0,0,0
2020/12/19,,0,0.01,0,0
2020/12/20,,0,0.01,0,0
2020/12/21,,0,0.03,0.03,0.02
2020/12/22,,0,0,0,0.01
2020/12/23,,0.02,0.01,0.06,0.03
2020/12/24,,0.04,0.02,0.04,0.01
2020/12/25,,0,0,0,0.01
2020/12/26,,0,0,0,0
2020/12/27,,0.02,0.12,0.04,0.03
2020/12/28,,0.03,0.03,0.04,0.03
2020/12/29,,0.01,0,0.03,0.02
2020/12/30,,0.04,0.03,0.1,0.05
2020/12/31,,0,0,0,0
2021/1/1,,0.13,0,0.15,0.13
2021/1/2,,0.01,0.01,0.02,0.03
2021/1/3,,0.17,0,0.16,0.2
2021/1/4,,0,0.01,0,0
2021/1/5,,0,0.03,0,0
2021/1/6,,0,0.16,0,0
2021/1/7,,0,0.02,0,0
2021/1/8,,0,0.01,0,0
2021/1/9,,0,0.01,0,0
2021/1/10,,0,0,0,0
2021/1/11,,0,0,0,0
2021/1/12,,0,0,0,0
2021/1/13,,0,0,0,0
2021/1/14,,0,0.02,0,0.01
2021/1/15,,0.27,0.28,0.34,0.33
2021/1/16,,0,0,0,0
2021/1/17,,0,0.07,0,0
2021/1/18,,0,0.04,0,0
2021/1/19,,0,0,0,0
2021/1/20,,0,0,0.01,0.01
2021/1/21,,0,0.02,0,0
2021/1/22,,0,0.06,0,0.06
2021/1/23,,0,0,0,0
2021/1/24,,0,0,0,0
2021/1/25,,0,0.01,0,0
2021/1/26,,0.06,0.01,0.05,0.06
2021/1/27,,0,0,0,0
2021/1/28,,0,0,0,0
2021/1/29,,0,0,0,0
2021/1/30,,0,0,0,0
2021/1/31,,0.01,0,0.01,0
2021/2/1,,0,0,0,0
2021/2/2,,0,0,0,0
2021/2/3,,0,0.02,0,0
2021/2/4,,0.17,0.01,0.25,0.19
2021/2/5,,0.01,0,0.01,0
2021/2/6,,0,0,0,0.01
2021/2/7,,0,0,0.01,0
2021/2/8,,0,0,0.01,0.01
2021/2/9,,0,0,0,0
2021/2/10,,0,0,0,0
2021/2/11,,0,0.01,0,0
2021/2/12,,0,0,0,0
2021/2/13,,0,0,0,0
2021/2/14,,0,0,0,0
2021/2/15,,0.03,0,0,0.18
2021/2/16,,0.03,0,0.01,0.08
2021/2/17,,0,0,0,0
2021/2/18,,0,0,0,0
2021/2/19,,0,0,0,0
2021/2/20,,0,0,0,0
2021/2/21,,0.01,0,0.02,0.03
2021/2/22,,0.07,0,0.12,0.07
2021/2/23,,0,0.28,0,0
2021/2/24,,0,0,0,0
2021/2/25,,0,0,0,0
2021/2/26,,0,0,0,0
2021/2/27,,0.01,0.04,0.04,0.05
2021/2/28,,0,0.01,0,0.01
2021/3/1,,0,0,0,0
2021/3/2,,0,0,0,0
2021/3/3,,0,0,0,0
2021/3/4,,0,0,0,0
2021/3/5,,0.01,0.01,0.02,0.01
2021/3/6,,0,0,0,0
2021/3/7,,0,0,0,0
2021/3/8,,0,0,0,0
2021/3/9,,0,0,0,0
2021/3/10,,0,0,0,0
2021/3/11,,0,0,0,0
2021/3/12,,0,0,0,0
2021/3/13,,0,0,0,0
2021/3/14,,0,0,0,0
2021/3/15,,0,0,0,0
2021/3/16,,0,0,0,0
2021/3/17,,0,0,0,0
2021/3/18,,0,0.01,0,0
2021/3/19,,0,0,0,0
2021/3/20,,0,0,0,0
2021/3/21,,0,0,0,0
2021/3/22,,0,0,0,0
2021/3/23,,0,0,0,0
2021/3/24,,0,0,0,0
2021/3/25,,0.24,0.28,0.31,0.28
2021/3/26,,0.77,0.76,0.75,0.68
2021/3/27,,0.25,0.27,0.33,0.27
2021/3/28,,0.27,0.26,0.4,0.27
2021/3/29,,0,0,0,0
2021/3/30,,0.01,0.01,0.02,0.03
2021/3/31,,0.05,0.05,0.06,0.07
2021/4/1,,0,0,0,0
2021/4/2,,0,0,0,0
2021/4/3,,0,0,0,0
2021/4/4,,0,0,0,0
2021/4/5,,0.28,0.33,0.3,0.29
2021/4/6,,0,0,0,0
2021/4/7,,0,0,0,0
2021/4/8,,0.16,0.27,0.39,0.22
2021/4/9,,0,0.01,0.01,0
2021/4/10,,0.61,0.86,0.85,0.67
2021/4/11,,0.36,0.46,0.52,0.46
2021/4/12,,0.01,0.04,0.02,0.01
2021/4/13,,0.05,0.05,0.08,0.09
2021/4/14,,0,0,0,0
2021/4/15,,0.03,0.07,0.04,0.01
2021/4/16,,0,0,0,0
2021/4/17,,0,0,0,0
2021/4/18,,0,0,0,0
2021/4/19,,0,0,0,0
2021/4/20,,0.13,0.1,0.17,0.24
2021/4/21,,0,0.21,0,0
2021/4/22,,0,0,0,0
2021/4/23,,0,0,0,0
2021/4/24,,0.01,0.04,0.02,0.03
2021/4/25,,0.01,0,0,0
2021/4/26,,0,0,0,0
2021/4/27,,0,0,0,0
2021/4/28,,0,0.01,0.01,0.01
2021/4/29,,0.23,0.28,0.25,0.25
2021/4/30,,0.01,0.04,0.02,0.04
2021/5/1,,0,0,0,0
2021/5/2,,0,0,0,0
2021/5/3,,0.16,0.23,0.28,0.24
2021/5/4,,0.13,0.13,0.13,0.1
2021/5/5,,0,0,0,0
2021/5/6,,0.1,0.15,0.11,0.13
2021/5/7,,0.04,0.06,0.1,0.01
2021/5/8,,0,,0,0
2021/5/9,,0.12,,0.17,0.14
2021/5/10,,0,0,0,0
2021/5/11,,0,0,0,0
2021/5/12,,0,0,0,0
2021/5/13,,0,,0,0
2021/5/14,,0,0,0,0
2021/5/15,,0,0,0.01,0
2021/5/16,,0.07,0.1,0.12,0.11
2021/5/17,,0,0,0,0
2021/5/18,,0,0.01,0,0
2021/5/19,,0,0,0,0
2021/5/20,,0,0,0,0
2021/5/21,,0,0,0,0
2021/5/22,,0,0.01,0,0
2021/5/23,,0.17,0.29,0.26,0.4
2021/5/24,,0,0.01,0,0
2021/5/25,,0,0,0,0
2021/5/26,,0.26,0.35,0.36,0.32
2021/5/27,,0,0,0,0
2021/5/28,,0.7,0.73,0.73,0.68
2021/5/29,,0,0,0,0
2021/5/30,,0,0,0,0
2021/5/31,,0,0,0,0
2021/6/1,,0,0,0,0
2021/6/2,,0.48,0.53,0.54,0.54
2021/6/3,,0,0.04,0,0
2021/6/4,,0,0,0,0
2021/6/5,,0,0,0,0
2021/6/6,,0,0,0,0
2021/6/7,,0.14,0.12,0.06,0.01
2021/6/8,,0,0.04,0.01,0
2021/6/9,,0.63,0.14,0.79,0.03
2021/6/10,,0,0.01,0,0
2021/6/11,,0.02,0.04,0,0.01
2021/6/12,,0.22,0.37,0.21,0.18
2021/6/13,,0.01,0.01,0,0.02
2021/6/14,,0,0,0,0
2021/6/15,,0,0,0.01,0
2021/6/16,,0,0,0,0
2021/6/17,,0,0,0.01,0
2021/6/18,,0.47,0.54,0.54,0.47
2021/6/19,,0.05,0.13,0.13,0.23
2021/6/20,,1.18,0.82,1.49,0.75
2021/6/21,,0.46,0.5,0.51,0.39
2021/6/22,,0,0,0,0
2021/6/23,,0,0,0.01,0.01
2021/6/24,,0,0,0,0
2021/6/25,,2.77,2.7,2.74,3.42
2021/6/26,,0.22,0.27,0.31,0.09
2021/6/27,,0,0,0,0
2021/6/28,,0.24,0.3,0.23,0.22
2021/6/29,,0.41,0.5,0.5,0.01
2021/6/30,,0.04,0.05,0.05,0.04
2021/7/1,,0,0,0,0
2021/7/2,,0,0,0,0
2021/7/3,,0,0,0,0
2021/7/4,,0,0,0,0
2021/7/5,,0,0,0,0
2021/7/6,,0,0,0.03,0
2021/7/7,,0,0,0.01,0
2021/7/8,,0,0.07,0.07,0.01
2021/7/9,,0,0,0,0
2021/7/10,,0,0,0,0
2021/7/11,,0.2,0.21,0.22,0.24
2021/7/12,,0,0.03,0.01,0.04
2021/7/13,,0.21,0.14,0.46,0.96
2021/7/14,,0,0,0,0
2021/7/15,,0,0,0,0
2021/7/16,,2.54,2.78,2.58,1.92
2021/7/17,,0.05,0.07,0.05,0.05
2021/7/18,,0,0,0,0
2021/7/19,,0,0,0,0
2021/7/20,,0.26,0.26,0.22,0.21
2021/7/21,,0,0.01,0,0
2021/7/22,,0,0,0,0
2021/7/23,,0,0.08,0.04,0.05
2021/7/24,,0.06,0.02,0.04,0.13
2021/7/25,,0,0,0,0
2021/7/26,,0,0,0,0
2021/7/27,,0,0,0,0
2021/7/28,,0,0,0,0
2021/7/29,,0,0.01,0.01,0
2021/7/30,,0,0,0.01,0
2021/7/31,,0,0,0,0
2021/8/1,,0.09,0.1,0.09,0.1
2021/8/2,,0,0,0,0
2021/8/3,,0,0,0,0
2021/8/4,,0.3,0.28,0.75,0.17
2021/8/5,,0,0,0.01,0.01
2021/8/6,,0.09,0.13,0.15,0.14
2021/8/7,,0.36,0.22,0.49,0.06
2021/8/8,,0,0,0,0
2021/8/9,,0.24,0.58,0.07,0.16
2021/8/10,,0.02,0.01,0.03,0.04
2021/8/11,,0.37,0.39,0.46,0.56
2021/8/12,,2.52,1.83,2.78,2.75
2021/8/13,,0,0,0,0
2021/8/14,,,0,0,0
2021/8/15,,,0,0,0
2021/8/16,,,0,0,0
2021/8/17,,,0,0,0
2021/8/18,,,0,0,0
2021/8/19,,,0,0,0
2021/8/20,,,0,0,0
2021/8/21,,,0,0,0
2021/8/22,,,0.02,0,0
2021/8/23,,,0,0,0
2021/8/24,,,0.01,0.08,0.09
2021/8/25,,,0,0.01,0
2021/8/26,,,0,0,0
2021/8/27,,,0,0,0
2021/8/28,,,0,0,0
2021/8/29,,,0.4,0.67,0.46
2021/8/30,,0.07,0,0.01,0
2021/8/31,,0,0,0,0
2021/9/1,,0,0,0,0
2021/9/2,,0,0,0,0
2021/9/3,,0,0,0,0
2021/9/4,,0,0,0,0
2021/9/5,,0,0,0,0
2021/9/6,,0.11,0.14,0.29,0.09
2021/9/7,,0.48,0.36,0.53,0.59
2021/9/8,,0,0,0,0.01
2021/9/9,,0,0,0,0
2021/9/10,,0,0,0,0
2021/9/11,,0,0,0,0
2021/9/12,,0,0,0,0
2021/9/13,,0,0,0,0
2021/9/14,,0.03,0.12,0.12,0.18
2021/9/15,,0,0,0,0
2021/9/16,,0,0,0,0
2021/9/17,,0,0,0,0
2021/9/18,,0,0,0,0
2021/9/19,,0,0,0,0
2021/9/20,,0.16,0.3,0.24,0.19
2021/9/21,,1.42,1.23,1.73,1.66
2021/9/22,,1.87,1.81,1.96,2.09
2021/9/23,,0.47,0.56,0.63,0.5
2021/9/24,,0,0.01,0,0
2021/9/25,,0.26,0.26,0.35,0.3
2021/9/26,,0,0,0,0
2021/9/27,,0,0,0,0
2021/9/28,,0,0,0,0
2021/9/29,,0,0,0,0
2021/9/30,,0,0,0,0
2021/10/1,,0,0,0,0
2021/10/2,,0.1,0.1,0.12,0.25
2021/10/3,,0.61,0.42,0.72,0.75
2021/10/4,,0.08,0.09,0.56,0.03
2021/10/5,,0.1,0.12,0.11,0.07
2021/10/6,,0,0,0,0
2021/10/7,,0.09,0.11,0.13,0.08
2021/10/8,,0.02,0.1,0.06,0.06
2021/10/9,,0.01,0,0.01,0
2021/10/10,,0.04,0.05,0.06,0.05
2021/10/11,,0,0,0,0
2021/10/12,,0,0,0,0
2021/10/13,,0,0,0,0
2021/10/14,,0.09,0.1,0.14,0.16
2021/10/15,,0.17,0.22,0.26,0.27
2021/10/16,,0.26,0.24,0.3,0.25
2021/10/17,,0,0,0,0
2021/10/18,,0,0,0,0
2021/10/19,,0,0,0,0
2021/10/20,,0,0.01,0,0.03
2021/10/21,,0.46,0.3,0.54,0.42
2021/10/22,,0,0,0.01,0
2021/10/23,,0,0,0.01,0
2021/10/24,,0.83,0.85,0.88,0.82
2021/10/25,,1.09,1.15,1.11,0.95
2021/10/26,,0,0,0,0
2021/10/27,,0,0.02,0.02,0
2021/10/28,,0.07,0.09,0.09,0.09
2021/10/29,,0.84,0.8,0.86,0.86
2021/10/30,,0.01,0.03,0.02,0
2021/10/31,,0,0,0,0.01
2021/11/1,,0,0,0,0
2021/11/2,,0,0,0,0
2021/11/3,,0,0,0,0
2021/11/4,,0,0,0,0
2021/11/5,,0,0,0,0
2021/11/6,,0,0,0,0
2021/11/7,,0,0,0,0
2021/11/8,,0,0,0,0
2021/11/9,,0,0,0,0
2021/11/10,,0,0,0,0
2021/11/11,,0.03,0.03,0.04,0.03
2021/11/12,,0,0,0,0
2021/11/13,,0.04,0.05,0.01,0.01
2021/11/14,,0.12,0.19,0.32,0.18
2021/11/15,,0,0.01,0,0
2021/11/16,,0,0,0,0
2021/11/17,,0.12,0.13,0.18,0.13
2021/11/18,,0,0,0.01,0.01
2021/11/19,,0,0.01,0,0
2021/11/20,,0,0,0,0
2021/11/21,,0.09,0.11,0.16,0.12
2021/11/22,,0,0,0,0
2021/11/23,,0,0,0,0
2021/11/24,,0,0.03,0,0
2021/11/25,,0.28,0.31,0.31,0.24
2021/11/26,,0,0,0,0
2021/11/27,,0,0,0.32,0.33
2021/11/28,,0.19,0.04,0,0
2021/11/29,,0.21,0.15,0.16,0.16
2021/11/30,,0.01,0.37,0.01,0.01
2021/12/1,,0,0,0,0
2021/12/2,,0,0,0,0
2021/12/3,,0,0.01,0,0
2021/12/4,,0,0,0,0
2021/12/5,,0.46,0.56,0.56,0.44
2021/12/6,,0,0.01,0.01,0
2021/12/7,,0,0,0,0
2021/12/8,,0,0,0,0
2021/12/9,,0,0,0,0
2021/12/10,,0.37,0.36,0.44,0.36
2021/12/11,,0.93,0.94,1.14,0.88
2021/12/12,,0,0,0,0
2021/12/13,,0,0,0,0
2021/12/14,,0,0,0,0
2021/12/15,,0.07,0.09,0.11,0.09
2021/12/16,,0,0,0,0
2021/12/17,,0,0,0,0
2021/12/18,,0.19,0.26,0.25,0.25
2021/12/19,,0,0,0,0
2021/12/20,,0,0.04,0,0
2021/12/21,,0,0,0,0
2021/12/22,,0,0,0,0
2021/12/23,,0,0,0,0
2021/12/24,,0.02,0.02,0.04,0.02
2021/12/25,,0.28,0.34,0.45,0.28
2021/12/26,,0,0,0,0
2021/12/27,,0.16,0.24,0.18,0.17
2021/12/28,,0.15,0,0.15,0.15
2021/12/29,,0,0.24,0,0
2021/12/30,,0,0,0,0
2021/12/31,,0,0.03,0,0
2022/1/1,,0.06,0.02,0.02,0.09
2022/1/2,,0,0,0,0.02
2022/1/3,,0,0.01,0,0
2022/1/4,,0,0,0,0
2022/1/5,,0,0,0,0
2022/1/6,,0,0,0,0
2022/1/7,,0,0,0,0
2022/1/8,,0,0,0,0
2022/1/9,,0,0.01,0,0
2022/1/10,,0,0,0,0
2022/1/11,,0,0,0,0
2022/1/12,,0,0.01,0,0
2022/1/13,,0,0,0,0
2022/1/14,,0,0,0,0
2022/1/15,,0,0,0,0
2022/1/16,,0,0,0,0
2022/1/17,,0,0,0,0
2022/1/18,,0,0,0,0
2022/1/19,,0,0,0,0
2022/1/20,,0,0,0,0
2022/1/21,,0,0,0,0
2022/1/22,,0,0,0,0
2022/1/23,,0.02,0,0.04,0.06
2022/1/24,,0.01,0,0.06,0.03
2022/1/25,,0,0,0,0
2022/1/26,,0,0,0,0
2022/1/27,,0,0,0,0
2022/1/28,,0,0,0,0
2022/1/29,,0,0,0,0
2022/1/30,,0,0,0,0
2022/1/31,,0,0.02,0,0
2022/2/1,,0.01,0.2,0.02,0.03
2022/2/2,,0.34,0.1,0.26,0.65
2022/2/3,,0,0,0,0.01
2022/2/4,,0,0,0,0
2022/2/5,,0,0,0,0
2022/2/6,,0,0.01,0,0
2022/2/7,,0,0,0,0
2022/2/8,,0,0,0,0
2022/2/9,,0,0.52,0,0
2022/2/10,,0.01,0,0.01,0.01
2022/2/11,,0.04,0.06,0.07,0.03
2022/2/12,,0,0,0,0
2022/2/13,,0,0,0,0
2022/2/14,,0,0,0,0
2022/2/15,,0,0,0,0
2022/2/16,,0,0,0,0
2022/2/17,,0.79,0.61,0.9,0.97
2022/2/18,,0,0,0,0.01
2022/2/19,,0,0,0,0.02
2022/2/20,,0,0.33,0,0
2022/2/21,,0,0,0,0
2022/2/22,,0.08,0.09,0.13,0.09
2022/2/23,,0,0,0,0
2022/2/24,,0,0,0,0.01
2022/2/25,,0.01,0.01,0,0.02
2022/2/26,,0,0,0,0
2022/2/27,,0,0.01,0,0
2022/2/28,,0,0,0,0
2022/3/1,,0,0,0,0
2022/3/2,,0,0.02,0,0.01
2022/3/3,,0,0,0,0
2022/3/4,,0,0,0,0
2022/3/5,,0,0,0,0
2022/3/6,,0,0,0,0
2022/3/7,,0.44,0.62,0.58,0.54
2022/3/8,,0,0,0,0
2022/3/9,,0,0,0,0
2022/3/10,,0,0,0,0
2022/3/11,,0.01,0.13,0.02,0.06
2022/3/12,,0,0,0,0
2022/3/13,,0,0.01,0.01,0.01
2022/3/14,,0,0,0,0
2022/3/15,,0,0,0,0
2022/3/16,0,0,0,0,0
2022/3/17,0,0,0,0,0
2022/3/18,0.63,0.6,0.71,0.67,0.58
2022/3/19,3.47,0.26,0.33,0.47,0.34
2022/3/20,0,0,0.03,0,0
2022/3/21,0,0,0,0,0
2022/3/22,0.21,0.18,0.25,0.24,0.19
2022/3/23,0.92,0.73,1.29,0.79,0.65
2022/3/24,2.77,0,0.01,0,0
2022/3/25,0.02,0,0.03,0.02,0.03
2022/3/26,0,0,0.03,0.01,0.01
2022/3/27,0,0,0,0,0
2022/3/28,0,0,0,0,0
2022/3/29,0.01,0,0,0,0.02
2022/3/30,0.13,0.12,0.12,0.18,0.08
